cluster_id,gold,tissue_name,stage_hpf,kind,scored,agrees,agrees_overlay,confidence,confidence_score,margin,ood,abstain_reason,n_resolved,n_markers,vocab_hit_rate,depth,zfa_id,bucket,panel_bucket,convergent_genes,attractor_groundings,thin_overcall,support_fraction,n_candidates
otic.9,otic,otic,84.0,abstain,1,,,,,0.0637,doublet,mixed,23,25,0.24,0,,mixed/unresolved,,,,,,6
peri.1,peri,periderm,84.0,rollup,1,,,medium,0.6609,0.1328,in_set,,23,25,0.16,1,,ectoderm,ectoderm,,,,,2
peri.10,peri,periderm,84.0,rollup,1,,,medium,0.6539,0.1283,in_set,,22,25,0.12,1,,ectoderm,ectoderm,,,,,2
peri.11,peri,periderm,48.0,named,1,0,1,low,0.5178,0.1167,in_set,,23,25,0.12,6,ZFA:0000105,epidermis,epidermis,anxa1a;capns1a;cd9b;cfl1l;ckap4;cyt1;gsnb;hdlbpa;krt1-19e;krt4;krt5;selenow1;ywhaz,epidermis,0,0.65,1
peri.12,peri,periderm,36.0,rollup,1,,,medium,0.7048,0.1535,in_set,,22,25,0.16,1,,ectoderm,ectoderm,,,,,2
peri.13,peri,periderm,108.0,named,1,0,1,low,0.5768,0.1406,in_set,,23,25,0.12,6,ZFA:0000105,epidermis,epidermis,anxa1a;cfl1l;ckap4;cyt1;krt1-19e;krt4;krt5;pycard;s100a10b;selenow1,epidermis,0,0.526,1
peri.14,peri,periderm,108.0,rollup,1,,,medium,0.6628,0.1287,in_set,,24,25,0.16,1,,ectoderm,ectoderm,,,,,2
peri.15,peri,periderm,104.0,rollup,1,,,medium,0.7197,0.1538,in_set,,23,25,0.16,1,,ectoderm,ectoderm,,,,,2
peri.16,peri,periderm,18.0,rollup,1,,,medium,0.9519,0.2535,in_set,,23,25,0.2,1,,ectoderm,ectoderm,,,,,2
peri.17,peri,periderm,24.0,rollup,1,,,medium,0.6435,0.1257,in_set,,23,25,0.16,1,,ectoderm,ectoderm,,,,,2
peri.18,peri,periderm,104.0,rollup,1,,,medium,0.6801,0.1391,in_set,,22,25,0.16,1,,ectoderm,ectoderm,,,,,2
peri.19,peri,periderm,36.0,abstain,1,,,,,0.0804,in_set,weak_signal,24,25,0.04,0,,mixed/unresolved,,,,,,1
peri.2,peri,periderm,108.0,named,1,0,1,medium,0.6068,0.1214,in_set,,25,25,0.08,6,ZFA:0000105,epidermis,epidermis,anxa1a;cfl1l;ckap4;cyt1;eef1a1l1;krt1-19e;krt4;krt5;pycard;s100a10b;selenow1,epidermis,0,0.55,1
peri.20,peri,periderm,24.0,named,1,0,1,medium,0.7178,0.2003,in_set,,23,25,0.12,6,ZFA:0000105,epidermis,epidermis,anxa1a;capn9;capns1a;cd9b;cfl1l;ckap4;cyt1;gsnb;krt4;krt5;ppl;s100a10b;selenow1;ywhaz,epidermis,0,0.7,1
peri.21,peri,periderm,96.0,rollup,1,,,medium,0.7272,0.157,in_set,,23,25,0.16,1,,ectoderm,ectoderm,,,,,2
peri.22,peri,periderm,84.0,named,1,0,1,low,0.5547,0.1067,in_set,,23,25,0.16,6,ZFA:0000105,epidermis,epidermis,anxa1a;capns1a;cfl1l;ckap4;cldnb;cyt1;fut9d;hdlbpa;krt4;krt5;selenow1,epidermis,0,0.611,2
peri.23,peri,periderm,108.0,named,1,0,1,low,0.5484,0.1247,in_set,,25,25,0.12,6,ZFA:0000105,epidermis,epidermis,anxa1a;capns1a;cast;cfl1l;ckap4;cyt1;evplb;krt4;krt5;krt97;ppl;s100a10b;selenow1,epidermis,0,0.65,1
peri.24,peri,periderm,48.0,rollup,1,,,medium,0.7173,0.155,in_set,,23,25,0.16,1,,ectoderm,ectoderm,,,,,2
peri.25,peri,periderm,48.0,rollup,1,,,medium,0.6655,0.1366,in_set,,22,25,0.16,1,,ectoderm,ectoderm,,,,,2
peri.26,peri,periderm,48.0,named,1,0,1,medium,0.6913,0.1607,in_set,,23,25,0.08,6,ZFA:0000105,epidermis,epidermis,anxa1a;cfl1l;ckap4;cyt1;fut9d;hdlbpa;krt4;krt5;ppl;selenow1;tent5ba,epidermis,0,0.647,1
peri.27,peri,periderm,5.0,abstain,1,,,,,0.101,in_set,weak_signal,23,25,0.12,0,,mixed/unresolved,,,,,,1
peri.28,peri,periderm,108.0,rollup,1,,,medium,0.6801,0.1388,in_set,,22,25,0.16,1,,ectoderm,ectoderm,,,,,2
peri.29,peri,periderm,72.0,named,1,0,1,medium,0.6679,0.1509,in_set,,23,25,0.12,3,ZFA:0000368,integument,epidermis,aep1;capns1a;cfl1l;ckap4;cldne;cyt1;cyt1l;hdlbpa;icn;icn2;krt1-19e;krt17;krt4;krt5;pycard;selenow1;tcnbb,epidermis,0,0.895,1
peri.3,peri,periderm,84.0,named,1,0,1,medium,0.7178,0.1986,in_set,,23,25,0.12,6,ZFA:0000105,epidermis,epidermis,anxa1a;capns1a;cfl1l;ckap4;cyt1;krt1-19e;krt4;krt5;pycard;s100a10b;selenow1,epidermis,0,0.579,1
peri.30,peri,periderm,104.0,rollup,1,,,medium,0.6938,0.1401,in_set,,22,25,0.12,1,,ectoderm,ectoderm,,,,,2
peri.31,peri,periderm,108.0,rollup,1,,,medium,0.7128,0.1539,in_set,,22,25,0.16,1,,ectoderm,ectoderm,,,,,2
peri.32,peri,periderm,5.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.04,0,,mixed/unresolved,,,,,,0
peri.4,peri,periderm,96.0,named,1,0,1,medium,0.6424,0.1676,in_set,,23,25,0.12,6,ZFA:0000105,epidermis,epidermis,cd9b;cfl1l;ckap4;cyt1;krt1-19e;krt4;krt5;pycard;selenow1,epidermis,0,0.5,1
peri.5,peri,periderm,36.0,named,1,0,1,medium,0.6927,0.1864,in_set,,24,25,0.12,6,ZFA:0000105,epidermis,epidermis,anxa1a;anxa2a;capn9;capns1a;cd9b;cfl1l;ckap4;cyt1;gsnb;krt4;krt5;ppl;s100a10b;selenow1;ywhaz,epidermis,0,0.714,1
peri.6,peri,periderm,48.0,named,1,0,1,medium,0.7087,0.1953,in_set,,23,25,0.12,6,ZFA:0000105,epidermis,epidermis,anxa1a;capns1a;cd9b;cfl1l;ckap4;cyt1;krt1-19e;krt4;krt5;ppl;s100a10b;selenow1,epidermis,0,0.632,1
peri.7,peri,periderm,44.0,named,1,0,1,medium,0.7091,0.1956,in_set,,23,25,0.12,6,ZFA:0000105,epidermis,epidermis,anxa1a;capns1a;cfl1l;ckap4;cyt1;krt1-19e;krt4;krt5;ppl;s100a10b;selenow1;tcima,epidermis,0,0.632,1
peri.8,peri,periderm,120.0,rollup,1,,,medium,0.6761,0.1371,in_set,,23,25,0.16,1,,ectoderm,ectoderm,,,,,2
peri.9,peri,periderm,84.0,abstain,1,,,,,0.1085,in_set,weak_signal,22,25,0.12,0,,mixed/unresolved,,,,,,2
pgc.1,pgc,pgc,14.0,fallback,1,0,1,low,0.4185,0.0516,in_set,,23,25,0.04,3,ZFA:0009016,germline,germline,,,,,1
pgc.2,pgc,pgc,10.0,named,1,1,1,low,0.4837,0.0776,in_set,,25,25,0.2,5,ZFA:0009288,primordial germ cell,germline,ccna2;ddx4;h1m;nanos3,,0,0.667,1
pigm.1,pigm,pigment,48.0,named,1,1,1,medium,0.6839,0.1519,in_set,,25,25,0.08,6,ZFA:0009198,xanthophore,pigment,actb2;aox5;gch2;slc22a7a;slc2a11b;slc2a15a;tspan36,epidermis,0,0.389,1
pigm.10,pigm,pigment,24.0,named,1,1,1,low,0.5445,0.0968,in_set,,25,25,0.08,2,ZFA:0009090,pigment cell,pigment,actb2;aox5;atic;gart;gch2;gjb8;gmps;gpr143;impdh1b;pax7a;qdpra;rab32a;slc2a11b;syngr1a;tspan36,,0,0.833,1
pigm.11,pigm,pigment,48.0,fallback,1,1,1,low,0.409,0.0525,in_set,,19,25,0.08,3,ZFA:0009090,pigment,pigment,,,,,1
pigm.12,pigm,pigment,48.0,named,1,1,1,low,0.5801,0.1108,in_set,,25,25,0.08,6,ZFA:0009198,xanthophore,pigment,aox5;bscl2l;gch2;pax7b;slc22a7a;slc2a11b;slc2a15a;tspan36,epidermis,0,0.471,1
pigm.13,pigm,pigment,108.0,abstain,1,,,,,0.0528,in_set,weak_signal,23,25,0.04,0,,mixed/unresolved,,,,,,1
pigm.14,pigm,pigment,48.0,named,1,1,1,high,0.8522,0.2591,in_set,,23,25,0.2,19,ZFA:0009091,melanocyte,pigment,atp6v0ca;dct;mitfa;pmela;qdpra;tfap2e;tspan36;tyr;tyrp1a;tyrp1b,epidermis;neural,0,0.5,1
pigm.15,pigm,pigment,108.0,abstain,1,,,,,0.0808,in_set,weak_signal,22,25,0.08,0,,mixed/unresolved,,,,,,1
pigm.16,pigm,pigment,24.0,abstain,1,,,,,0.0096,in_set,weak_signal,23,25,0.08,0,,mixed/unresolved,,,,,,2
pigm.17,pigm,pigment,72.0,abstain,1,,,,,0.0389,structural,weak_signal,22,25,0.04,0,,mixed/unresolved,,,,,,1
pigm.18,pigm,pigment,88.0,named,1,1,1,low,0.3543,0.023,in_set,,25,25,0.16,2,ZFA:0009090,pigment cell,pigment,gch2;gstp1.2;slc22a7a,,1,0.2,3
pigm.19,pigm,pigment,48.0,named,1,1,1,medium,0.6885,0.1537,in_set,,25,25,0.08,2,ZFA:0009090,pigment cell,pigment,actb2;aox5;atic;gch2;gmps;gstp1.2;impdh1b;slc22a7a;slc2a11b;slc2a15a;syngr1a;tspan36,,0,0.923,1
pigm.2,pigm,pigment,48.0,abstain,1,,,,,0.125,doublet,mixed,24,25,0.12,0,,mixed/unresolved,,,,,,2
pigm.20,pigm,pigment,72.0,abstain,1,,,,,0.0922,in_set,weak_signal,23,25,0.08,0,,mixed/unresolved,,,,,,1
pigm.21,pigm,pigment,36.0,named,1,1,1,low,0.4185,0.0467,in_set,,24,25,0.16,2,ZFA:0009090,pigment cell,pigment,atic;gch2;gstp1.2;icn;impdh1b;slc22a7a,,0,0.462,4
pigm.22,pigm,pigment,48.0,named,1,1,1,medium,0.7055,0.1683,in_set,,24,25,0.08,6,ZFA:0009198,xanthophore,pigment,aox5;bscl2l;gch2;slc22a7a;slc2a11b;slc2a15a;tspan36,epidermis,0,0.5,1
pigm.23,pigm,pigment,84.0,named,1,1,1,low,0.3592,0.005,in_set,,25,25,0.12,2,ZFA:0009090,pigment cell,pigment,gch2;gstp1.2;slc22a7a,,1,0.231,3
pigm.3,pigm,pigment,96.0,named,1,1,1,medium,0.6454,0.1177,in_set,,25,25,0.12,6,ZFA:0009198,xanthophore,pigment,actb2;aox5;gch2;slc22a7a,epidermis,0,0.308,2
pigm.4,pigm,pigment,48.0,named,1,1,1,high,0.9653,0.2653,in_set,,25,25,0.16,2,ZFA:0009090,pigment cell,pigment,actb2;atp6v0ca;dct;gch2;gpr143;gstp1.2;gstt1a;icn;pmela;qdpra;slc45a2;syngr1a;tspan36;tyrp1a;tyrp1b,,0,0.938,1
pigm.5,pigm,pigment,84.0,abstain,1,,,,,0.0996,in_set,weak_signal,22,25,0.08,0,,mixed/unresolved,,,,,,1
pigm.6,pigm,pigment,48.0,named,1,0,0,low,0.5546,0.0826,in_set,,25,25,0.16,7,ZFA:0000109,forebrain,neural,atp6v0cb;celf2;ckbb;elavl3;gpm6aa;gpm6ab;nova2;ptmaa;rtn1a;sncb;stmn1b;tuba1c;tubb5;zc4h2,neural,0,0.667,2
pigm.7,pigm,pigment,48.0,abstain,1,,,,,0.0647,in_set,weak_signal,22,25,0.08,0,,mixed/unresolved,,,,,,1
pigm.8,pigm,pigment,108.0,named,1,1,1,low,0.5658,0.1052,in_set,,25,25,0.08,6,ZFA:0009198,xanthophore,pigment,aox5;bscl2l;gch2;pax7b;slc22a7a;slc2a11b;slc2a15a;tspan36,epidermis,0,0.5,1
pigm.9,pigm,pigment,108.0,named,1,1,1,medium,0.7648,0.2235,in_set,,25,25,0.12,19,ZFA:0009091,melanocyte,pigment,actb2;dct;kcnj13;kita;mlpha;pmela;tfap2e;tspan36;tyr;tyrp1a;tyrp1b,epidermis;neural,0,0.5,1
pron.1,pron,pronephros,84.0,abstain,1,,,,,0.062,in_set,weak_signal,25,25,0.08,0,,mixed/unresolved,,,,,,1
pron.10,pron,pronephros,96.0,named,1,1,1,low,0.5305,0.115,in_set,,23,25,0.08,9,ZFA:0000150,pronephric duct,pronephros,acy3.2;aldob;anxa4;atp1a1a.4;atp1b1a;btg1;cd9b;cdh17;clic5b;eno3;etnk1;grhprb;kcnj13;slc26a1;slc60a1b,,0,0.75,1
pron.11,pron,pronephros,24.0,abstain,1,,,,,0.0565,in_set,weak_signal,25,25,0.16,0,,mixed/unresolved,,,,,,2
pron.12,pron,pronephros,96.0,abstain,1,,,,,0.0615,in_set,weak_signal,25,25,0.04,0,,mixed/unresolved,,,,,,1
pron.13,pron,pronephros,12.0,abstain,1,,,,,0.0,no_signal,no_panel,24,25,0.04,0,,mixed/unresolved,,,,,,0
pron.14,pron,pronephros,72.0,named,1,1,1,medium,0.6372,0.1365,in_set,,24,25,0.12,9,ZFA:0000150,pronephric duct,pronephros,acy3.2;aldob;aqp8b;atp1a1a.4;atp1b1a;atp5mc3b;cdh17;cubn;dab2;grhprb;lrp2a;lrpap1;ndrg1a;slc26a1;slc4a2a;slc4a4a,,0,0.8,1
pron.15,pron,pronephros,60.0,named,1,0,0,low,0.2947,0.0771,in_set,,25,25,0.08,14,ZFA:0000019,epiphysis,neural,ckbb;gap43;gpm6ab;ppdpfb;stmn2a;vamp2,neural,0,0.273,1
pron.16,pron,pronephros,18.0,abstain,1,,,,,0.0186,in_set,weak_signal,24,25,0.08,0,,mixed/unresolved,,,,,,2
pron.17,pron,pronephros,60.0,abstain,1,,,,,0.0,no_signal,no_panel,24,25,0.0,0,,mixed/unresolved,,,,,,0
pron.2,pron,pronephros,10.0,abstain,1,,,,,0.0,no_signal,no_panel,25,25,0.04,0,,mixed/unresolved,,,,,,0
pron.3,pron,pronephros,24.0,named,1,1,1,medium,0.6552,0.1429,in_set,,25,25,0.12,9,ZFA:0000150,pronephric duct,pronephros,acy3.2;ahcyl1;aqp8b;atp1a1a.4;atp1b1a;atp5mc1;atp5mc3b;atp5pd;cdh17;cox5aa;fosab;lrpap1;ndrg1a;sgk1;slc4a4a,,0,0.682,1
pron.4,pron,pronephros,14.0,abstain,1,,,,,0.0,in_set,weak_signal,25,25,0.04,0,,mixed/unresolved,,,,,,2
pron.5,pron,pronephros,108.0,abstain,1,,,,,0.0619,in_set,weak_signal,25,25,0.08,0,,mixed/unresolved,,,,,,1
pron.6,pron,pronephros,36.0,named,1,1,1,low,0.3936,0.037,in_set,,25,25,0.04,9,ZFA:0000150,pronephric duct,pronephros,acy3.2;aldob;aqp8b;atp1b1a;atp5mc1;atp5mc3b;cox5aa;dab2;eno3;ftcd;grhprb;ndrg1a;nit2;pdzk1,,0,0.636,1
pron.7,pron,pronephros,84.0,abstain,1,,,,,0.0301,in_set,weak_signal,25,25,0.04,0,,mixed/unresolved,,,,,,1
pron.8,pron,pronephros,84.0,abstain,1,,,,,0.0574,in_set,weak_signal,23,25,0.04,0,,mixed/unresolved,,,,,,1
pron.9,pron,pronephros,60.0,abstain,1,,,,,0.0321,in_set,weak_signal,23,25,0.12,0,,mixed/unresolved,,,,,,3
tast.1,tast,taste,120.0,named,1,0,0,low,0.3777,0.0307,in_set,,25,25,0.04,6,ZFA:0000047,peripheral olfactory organ,olfactory,anxa5b;atf5a;capsla;cldn3c;gnal;gnb1a;gstp1.2;icn;nrsn1;nxnl2;ompb;pvalb5;selenot1a;selenow1;selenow2b;tspan2a;txnb,neural,0,0.708,1
tast.10,tast,taste,48.0,abstain,1,,,,,0.0517,in_set,weak_signal,21,25,0.08,0,,mixed/unresolved,,,,,,2
tast.11,tast,taste,120.0,abstain,1,,,,,0.0284,in_set,weak_signal,24,25,0.16,0,,mixed/unresolved,,,,,,3
tast.12,tast,taste,96.0,abstain,1,,,,,0.0011,in_set,weak_signal,23,25,0.2,0,,mixed/unresolved,,,,,,2
tast.13,tast,taste,48.0,rollup,1,,,medium,0.6355,0.0947,in_set,,24,25,0.2,1,,ectoderm,ectoderm,,,,,2
tast.14,tast,taste,84.0,abstain,1,,,,,0.0,in_set,weak_signal,23,25,0.04,0,,mixed/unresolved,,,,,,2
tast.15,tast,taste,120.0,abstain,1,,,,,0.0455,in_set,weak_signal,22,25,0.04,0,,mixed/unresolved,,,,,,1
tast.16,tast,taste,24.0,abstain,1,,,,,0.1286,in_set,weak_signal,24,25,0.04,0,,mixed/unresolved,,,,,,1
tast.17,tast,taste,36.0,abstain,1,,,,,0.0008,in_set,weak_signal,23,25,0.08,0,,mixed/unresolved,,,,,,2
tast.18,tast,taste,84.0,abstain,1,,,,,0.0365,in_set,weak_signal,23,25,0.08,0,,mixed/unresolved,,,,,,2
tast.19,tast,taste,120.0,named,1,0,0,low,0.31,0.0089,in_set,,25,25,0.2,12,ZFA:0000152,retina,neural,adcyap1b;aldocb;atp1a1a.1;atp5mc3b;cox4i2;cox6a1;elavl3;gnb1a;gng13b;insm1a;ptmaa;rtn1a;txnb,neural,0,0.542,3
tast.2,tast,taste,108.0,abstain,1,,,,,0.039,in_set,weak_signal,21,25,0.08,0,,mixed/unresolved,,,,,,2
tast.20,tast,taste,84.0,abstain,1,,,,,0.036,in_set,weak_signal,20,25,0.04,0,,mixed/unresolved,,,,,,1
tast.3,tast,taste,96.0,abstain,1,,,,,0.0346,in_set,weak_signal,23,25,0.08,0,,mixed/unresolved,,,,,,2
tast.4,tast,taste,24.0,abstain,1,,,,,0.0,no_signal,no_panel,22,25,0.08,0,,mixed/unresolved,,,,,,0
tast.5,tast,taste,48.0,abstain,1,,,,,0.0496,in_set,weak_signal,24,25,0.04,0,,mixed/unresolved,,,,,,1
tast.6,tast,taste,14.0,abstain,1,,,,,0.0222,in_set,weak_signal,23,25,0.16,0,,mixed/unresolved,,,,,,4
tast.7,tast,taste,84.0,abstain,1,,,,,0.0467,in_set,weak_signal,23,25,0.08,0,,mixed/unresolved,,,,,,2
tast.8,tast,taste,108.0,abstain,1,,,,,0.0493,in_set,weak_signal,20,25,0.08,0,,mixed/unresolved,,,,,,2
tast.9,tast,taste,48.0,named,1,0,0,low,0.5265,0.0949,in_set,,22,25,0.08,6,ZFA:0000047,peripheral olfactory organ,olfactory,anxa5b;calb2a;cldn3c;fthl27;gapdhs;gnao1b;gnb1a;gng8;gstp1.2;icn;pvalb5;rtn1a;s100z;tspan2a;txnb,neural,0,0.789,1
