zfa_id,name,tier,tier_prefloor,usefulness_score,cell_slim,has_cl,cell_identity,ic,credited_genes,direct_genes,n_children,n_is_a_parents,n_part_of_parents,is_leaf,obsolete,in_stoplist,admin_container,structural_container,pure_grouper,curated,on_discernible_step,flags
ZFA:0000877,fast muscle cell somite 14,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000878,fast muscle cell somite 17,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000879,fast muscle cell somite 2,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000880,fast muscle cell somite 22,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000881,fast muscle cell somite 25,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000883,fast muscle cell somite 28,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000884,fast muscle cell somite 30,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000885,fast muscle cell somite 6,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000886,fast muscle cell somite 9,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000915,muscle pioneer somite 11,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000916,muscle pioneer somite 14,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000917,muscle pioneer somite 17,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000918,muscle pioneer somite 20,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000919,muscle pioneer somite 23,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000920,muscle pioneer somite 26,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000921,muscle pioneer somite 29,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000923,muscle pioneer somite 7,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000964,slow muscle cell somite 12,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000965,slow muscle cell somite 15,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000966,slow muscle cell somite 18,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000967,slow muscle cell somite 20,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000969,slow muscle cell somite 23,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000970,slow muscle cell somite 26,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0000971,slow muscle cell somite 29,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0001003,muscle pioneer somite 12,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0001004,muscle pioneer somite 15,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0001005,muscle pioneer somite 18,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0001007,muscle pioneer somite 24,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0001008,muscle pioneer somite 27,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0001009,muscle pioneer somite 3,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0001011,muscle pioneer somite 8,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0001048,slow muscle cell somite 13,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0001049,slow muscle cell somite 16,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0001050,slow muscle cell somite 19,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0001694,olfactory granule cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005151,gold iridophore,T4,T4,1.3,1,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005152,silver iridophore,T4,T4,1.3,1,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005175,CoPA,T4,T4,1.3,1,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005183,MiD2i,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0005184,MiD2cl,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0005186,CoB,T4,T4,1.3,1,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005187,MiM1,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0005188,MiR1,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0005189,MiR2,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0005191,MiV2,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0005192,RoI2C,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0005193,RoI2R,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0005194,RoL1,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0005197,MiD3i,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0005198,RoL2,T4,T4,1.3,1,0,1,0.0,0,0,2,2,1,0,0,0,0,0,0,0,0,
ZFA:0005199,RoL2r,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005200,RoL2c,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005201,RoL3,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0005202,RoM1c,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0005203,RoM1r,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0005204,RoV3,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0005205,RoM2l,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0005206,RoM2m,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0005207,RoM3l,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0005208,RoM3m,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0005211,MeL,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005212,MeM,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0005213,MeLr,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005214,MeLc,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005215,MeLm,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005216,MeM1,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005217,CaV,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005218,CaD,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005230,CoBL,T4,T4,1.3,1,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005231,bifurcate interneuron,T4,T4,1.3,1,0,1,0.0,0,0,2,1,0,0,0,0,0,0,0,0,0,
ZFA:0005232,MCoD,T4,T4,1.3,1,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005234,CoLA,T4,T4,1.3,1,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005235,UCoD,T4,T4,1.3,1,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005236,basophilic erythroblast,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005238,juxtaglomerular cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005241,polychromatophilic erythroblast,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005246,regeneration fibroblast,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005329,leucoblast,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005331,pigment erythroblast,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005332,cyanoblast,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005733,somatomotor neuron,T4,T4,1.3,1,1,1,0.0,0,0,0,1,2,1,0,0,0,0,0,0,0,
ZFA:0005740,pancreatic centroacinar cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005742,pancreatic PP cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005770,crypt neuron olfactory support cell,T4,T4,1.3,1,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005776,parasympathetic neuron,T4,T4,1.3,1,1,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005786,cleft cell,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005804,rhombencephalic efferent neurons to the lateral line,T4,T4,1.3,1,0,1,0.0,0,0,0,1,2,1,0,0,0,0,0,0,0,
ZFA:0005805,rhombencephalic octavolateral efferent neuron,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005806,diencephalic efferent neurons to the lateral line,T4,T4,1.3,1,0,1,0.0,0,0,0,1,2,1,0,0,0,0,0,0,0,
ZFA:0005815,T interneuron,T4,T4,1.3,1,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005866,vestibulospinal neuron,T4,T4,1.3,1,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005874,spiral neuron,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005921,migratory muscle precursor,T4,T4,1.3,1,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005928,melanoleucophore,T4,T4,1.3,1,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005929,xantholeucophore,T4,T4,1.3,1,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005965,striolar hair cell,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005968,pseudobranch cell,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005969,VeMe,T4,T4,1.3,1,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0005970,brain lymphatic endothelial cell,T4,T4,1.3,1,0,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0005971,motor exit point glia,T4,T4,1.3,1,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0007090,premigratory cranial neural crest cell,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0007094,premigratory trunk neural crest cell,T4,T4,1.3,1,0,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0007095,migratory trunk neural crest cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0007122,epidermal stem cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0007124,keratinocyte progenitor cell,T4,T4,1.3,1,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009012,neuroplacodal cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009017,monoblast,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009018,neutrophilic myeloblast,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009024,totipotent stem cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009030,cementoblast,T4,T4,1.3,1,1,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0009037,barrier epithelial cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009042,stratified epithelial cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009054,polymodal neuron,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009056,multipolar neuron,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009057,pseudounipolar neuron,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009058,unipolar neuron,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009066,pioneer neuron,T4,T4,1.3,1,1,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0009068,basket cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009072,stellate cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009085,amelocyte,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009086,odontocyte,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009087,cementocyte,T4,T4,1.3,1,1,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0009095,acid secreting cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009109,progesterone secreting cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009110,estradiol secreting cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009113,myoepithelial cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009119,pain receptor cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009123,thermoreceptor cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009131,synovial cell,T4,T4,1.3,1,1,1,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,
ZFA:0009140,phagocyte,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009144,stratified squamous epithelial cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009145,stratified cuboidal epithelial cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009148,transitional epithelial cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009152,extramedullary cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009160,seminal fluid secreting cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009164,oxygen accumulating cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009171,visual pigment cell (sensu Vertebrata),T4,T4,1.3,1,1,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0009173,dental papilla cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0009174,scleral cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0009175,choroidal cell of the eye,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009176,extraembryonic cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009178,blastemal cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009185,sensory processing neuron,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009188,ligament cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0009195,CNS long range interneuron,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009200,reticular cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009201,alkali secreting cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009206,calcitonin secreting cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009210,thyroid hormone secreting cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009211,epinephrin secreting cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009213,serotonin secreting cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009215,glucocorticoid secreting cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009217,digestive enzyme secreting cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0009230,substance P secreting cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009231,enkephalin secreting cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009232,endorphin secreting cell,T4,T4,1.3,1,1,1,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,
ZFA:0009233,paracrine cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009235,smooth muscle myoblast,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009252,reticulocyte,T4,T4,1.3,1,1,1,0.0,0,0,0,2,0,1,0,0,0,0,0,0,0,
ZFA:0009253,promonocyte,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009254,band form neutrophil,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009259,cardiac mesenchymal cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009260,parafollicular cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009261,leucophore,T4,T4,1.3,1,1,1,0.0,0,0,2,1,1,0,0,0,0,0,0,0,0,
ZFA:0009263,erythrophore,T4,T4,1.3,1,1,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0009267,peritoneal macrophage,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009268,neutrophilic metamyelocyte,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009270,odontoclast,T4,T4,1.3,1,1,1,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,
ZFA:0009273,pyramidal cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009274,pressoreceptor cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009279,ito cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009281,folliculostellate cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0009283,mesangial cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009286,fenestrated cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009293,M cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009294,ependymoglial cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009295,cerebrospinal fluid secreting cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009296,perijunctional fibroblast,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009298,terminal Schwann cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0009299,neuroglioform cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009300,Cajal-Retzius cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009302,sustentacular cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009305,leptomeningeal cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009308,urothelial cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009311,spinal accessory motor neuron,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009312,periarticular chondrocyte,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009317,cyanophore,T4,T4,1.3,1,1,1,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,
ZFA:0009320,OFF-bipolar cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009321,rod bipolar cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009329,mononuclear osteoclast,T4,T4,1.3,1,1,1,0.0,0,0,1,2,0,0,0,0,0,0,0,0,0,
ZFA:0009330,mononuclear odontoclast,T4,T4,1.3,1,1,1,0.0,0,0,0,2,0,1,0,0,0,0,0,0,0,
ZFA:0009331,mature B cell,T4,T4,1.3,1,1,1,0.0,0,0,2,2,0,0,0,0,0,0,0,0,0,
ZFA:0009332,plasma cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009333,memory B cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009334,naive B cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009338,mature gamma-delta T cell,T4,T4,1.3,1,1,1,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,
ZFA:0009339,gamma-delta intraepithelial T cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009342,memory T cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009345,transitional stage B cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009346,immature natural killer cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009347,mature natural killer cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009348,pro-NK cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009351,thromboblast,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009364,olfactory epithelial support cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009370,stretch receptor cell,T4,T4,1.3,1,1,1,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,
ZFA:0009375,renal intercalated cell,T4,T4,1.3,1,1,1,0.0,0,0,1,3,0,0,0,0,0,0,0,0,0,
ZFA:0009376,renal alpha-intercalated cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009384,neurecto-epithelial cell,T4,T4,1.3,1,1,1,0.0,0,0,0,2,0,1,0,0,0,0,0,0,0,
ZFA:0009387,supportive cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
ZFA:0009388,meso-epithelial cell,T4,T4,1.3,1,1,1,0.0,0,0,1,2,0,0,0,0,0,0,0,0,0,
ZFA:0009390,kidney interstitial cell,T4,T4,1.3,1,1,1,0.0,0,0,0,2,0,1,0,0,0,0,0,0,0,
ZFA:0009391,kidney medulla cell,T4,T4,1.3,1,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,
