atlas,cluster_id,broad_gold,fine_gold,current_kind,current_bucket,current_correct,category,candidate_zfa,candidate_name,candidate_tier,candidate_support,candidate_depth,best_parent_support,clears_06_floor,fine_match
zscape,differentiating_neuron_hindbrain,Central Nervous System,differentiating neuron (hindbrain),named,brain,1,covered,,,,0,-1,0,0,0
zscape,dorsal_spinal_cord_neuron,Central Nervous System,dorsal spinal cord neuron,named,telencephalon,1,covered,,,,0,-1,0,0,0
zscape,endothelium_dorsal_aorta,Endothelial,endothelium (dorsal aorta),named,blood vasculature,1,covered,,,,0,-1,0,0,0
zscape,endothelium_f8_clic2,Endothelial,"endothelium (f8+, clic2+)",named,posterior cardinal vein,1,covered,,,,0,-1,0,0,0
zscape,endothelium_vein_early_artery,Endothelial,endothelium (vein + early artery),named,posterior cardinal vein,1,covered,,,,0,-1,0,0,0
zscape,eye_optic_cup,Eye,"eye, optic cup",named,retina,1,covered,,,,0,-1,0,0,0
zscape,fast_committed_myocyte,Cranial Muscle (Late),fast-committed myocyte,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,fin_bud_mesoderm_pectoral,Fin,fin bud mesoderm (pectoral),named,pectoral fin,1,covered,,,,0,-1,0,0,0
zscape,fin_fold,Fin,fin fold,named,pectoral fin,1,covered,,,,0,-1,0,0,0
zscape,fin_mesenchyme,Fin,fin mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,floor_plate,Central Nervous System,floor plate,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,glia,Central Nervous System,glia,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,hair_cell,Lateral Line,hair cell,named,neuromast,1,covered,,,,0,-1,0,0,0
zscape,hatching_gland,Hatching Gland,hatching gland,named,epidermis,0,resolution_bound,,,,0,-1,0,0,0
zscape,head_eye_connective_tissue,Connective Tissue,head/eye connective tissue,abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0001632,portion of connective tissue,T2,4,3,22,0,1
zscape,head_mesenchyme,Pharyngeal Arch,head mesenchyme,abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0001272,palatoquadrate arch,T1,4,17,21,0,0
zscape,head_mesenchyme_maybe_ventral_hand2,Pharyngeal Arch,"head mesenchyme (maybe ventral, hand2+)",abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0001227,mandibular arch skeleton,T1,3,14,19,0,0
zscape,head_mesenchyme_pa_cartilage,Pharyngeal Arch,head mesenchyme/PA cartilage,abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0001306,pharyngeal arch,T1,6,6,18,0,0
zscape,hypochord,Hypochord,hypochord,abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0000031,hypochord,T1,14,5,20,1,1
zscape,hypophysis_locus_coeruleus,Central Nervous System,hypophysis/locus coeruleus,fallback,pituitary,1,covered,,,,0,-1,0,0,0
zscape,intestine,Intestine,intestine,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,ionocyte_goblet_cell,Epidermis,ionocyte/goblet cell,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,iridophore,Pigment,iridophore,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,jaw_chondrocyte,Pharyngeal Arch,jaw chondrocyte,abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0001272,palatoquadrate arch,T1,8,17,21,0,0
zscape,ka_neuron,Central Nervous System,KA neuron,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,lens,Eye,lens,named,lens,1,covered,,,,0,-1,0,0,0
zscape,liver,Liver,liver,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,mature_fast_muscle,Cranial Muscle (Late),mature fast muscle,named,myotome,1,covered,,,,0,-1,0,0,0
zscape,mature_slow_muscle,Cranial Muscle (Late),mature slow muscle,rollup,mesoderm,0,selection_bound,,,,0,-1,0,0,0
zscape,melanophore,Epidermis,melanophore,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,mesodermal_progenitor_cells_contains_psm,Paraxial Mesoderm,mesodermal progenitor cells (contains PSM),abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,motor_neuron,Central Nervous System,motor neuron,named,telencephalon,1,covered,,,,0,-1,0,0,0
zscape,myeloid_cell,Blood,myeloid cell,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,myoblast,Cranial Muscle (Late),myoblast,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,neural_crest_pigment_cell_progenitor,Pigment,neural crest + pigment cell progenitor,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,neural_progenitor_hindbrain,Central Nervous System,neural progenitor (hindbrain),named,brain,1,covered,,,,0,-1,0,0,0
zscape,neural_progenitor_hindbrain_r7_8,Central Nervous System,neural progenitor (hindbrain R7/8),named,hindbrain,1,covered,,,,0,-1,0,0,0
zscape,neural_progenitor_mhb,Central Nervous System,neural progenitor (MHB),named,brain,1,covered,,,,0,-1,0,0,0
zscape,neural_progenitor_telencephalon_diencephalon,Central Nervous System,neural progenitor (telencephalon/diencephalon),named,diencephalon,1,covered,,,,0,-1,0,0,0
zscape,neural_tube_like_connective_tissue_taste_bud,Connective Tissue,neural tube-like connective tissue (+ taste bud),abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,neuromast_support_cell,Lateral Line,neuromast support cell,rollup,ectoderm,0,selection_bound,,,,0,-1,0,0,0
zscape,neuron_cranial_ganglia_sensory_rohon_beard,Peripheral Nervous System,"neuron (cranial ganglia sensory, Rohon-Beard)",named,forebrain,0,selection_bound,,,,0,-1,0,0,0
zscape,neuron_cranial_ganglion,Peripheral Nervous System,neuron (cranial ganglion),named,diencephalon,0,selection_bound,,,,0,-1,0,0,0
zscape,neuron_dopaminergic,Central Nervous System,neuron (dopaminergic),named,telencephalon,1,covered,,,,0,-1,0,0,0
zscape,neuron_spinal_cord,Central Nervous System,neuron (+ spinal cord),named,telencephalon,1,covered,,,,0,-1,0,0,0
zscape,neuron_telencephalon_glutamatergic,Central Nervous System,"neuron (telencephalon, glutamatergic)",named,telencephalon,1,covered,,,,0,-1,0,0,0
zscape,neurons_differentiating_contains_peripheral,Central Nervous System,"neurons (differentiating, contains peripheral)",named,telencephalon,1,covered,,,,0,-1,0,0,0
zscape,neurons_gabaergic_glutamatergic,Central Nervous System,"neurons (gabaergic, glutamatergic)",named,telencephalon,1,covered,,,,0,-1,0,0,0
zscape,neurons_gabaergic_glutamatergic_contains_purkinje,Central Nervous System,"neurons (gabaergic, glutamatergic; contains Purkinje)",named,telencephalon,1,covered,,,,0,-1,0,0,0
zscape,notochord,Notochord,notochord,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,olfactory_vesicle_bulb,Olfactory,olfactory vesicle/bulb,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,osteoblast,Bone,osteoblast,rollup,mesoderm,0,panel_addable_new_correct,ZFA:0000250,opercle,T1,3,25,19,0,0
zscape,pancreas,Pancreas,pancreas,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,pectoral_fin_bud_osteoblast,Fin,pectoral fin bud (osteoblast+),abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,periderm,Epidermis,periderm,named,epidermis,1,covered,,,,0,-1,0,0,0
zscape,periocular_mesenchyme,Head Mesoderm,periocular mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,pharyngeal_arch_contains_muscle_early_cartilage,Pharyngeal Arch,"pharyngeal arch (contains muscle, early cartilage)",abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0001272,palatoquadrate arch,T1,4,17,19,0,1
zscape,pharyngeal_arch_early,Pharyngeal Arch,pharyngeal arch (early),abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0001227,mandibular arch skeleton,T1,4,14,18,0,1
zscape,pharyngeal_arch_nc_derived,Pharyngeal Arch,pharyngeal arch (NC-derived),abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0001227,mandibular arch skeleton,T1,4,14,20,0,1
zscape,pharynx,Pharynx,pharynx,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,posterior_lateral_line_primordium,Lateral Line,posterior lateral line primordium,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,posterior_spinal_cord_progenitors,Central Nervous System,posterior spinal cord progenitors,named,diencephalon,1,covered,,,,0,-1,0,0,0
zscape,primordial_germ_cell,Germ Line,primordial germ cell,named,primordial germ cell,1,covered,,,,0,-1,0,0,0
zscape,pronephric_duct,Kidney,pronephric duct,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,pronephric_podocyte,Kidney,pronephric podocyte,named,pronephros,1,covered,,,,0,-1,0,0,0
zscape,pronephros_distal_tubule,Kidney,pronephros distal tubule,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,pronephros_proximal_tubule,Kidney,pronephros proximal tubule,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,red_blood_cell,Blood,red blood cell,named,intermediate cell mass of mesoderm,1,covered,,,,0,-1,0,0,0
zscape,retinal_neuron,Eye,retinal neuron,named,telencephalon,0,selection_bound,,,,0,-1,0,0,0
zscape,retinal_pigmented_epithelium_early,Eye,retinal pigmented epithelium (early),abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,retinal_pigmented_epithelium_late,Retina,retinal pigmented epithelium (late),named,retinal pigmented epithelium,1,covered,,,,0,-1,0,0,0
zscape,roof_plate_flexural_subcommissural_organ,Central Nervous System,"roof plate, flexural + subcommissural organ",abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,satellite_cells,Cranial Muscle (Late),satellite cells,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,slow_committed_myocyte,Cranial Muscle (Late),slow-committed myocyte,rollup,mesoderm,0,selection_bound,,,,0,-1,0,0,0
zscape,support_cells_otic_vesicle,Ear,support cells/otic vesicle,named,otic vesicle,1,covered,,,,0,-1,0,0,0
zscape,swim_bladder_primordium,Swim Bladder,swim bladder primordium,abstain,mixed/unresolved,0,resolution_bound,,,,0,-1,0,0,0
zscape,thyroid_follicle_cell,Endocrine,thyroid follicle cell,abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0000403,ovary,T1,3,13,16,0,0
zscape,unknown_dcn_col6,Cranial Muscle (Late),"unknown (dcn+, col6+)",named,mesenchyme,0,selection_bound,,,,0,-1,0,0,0
zscape,unknown_k_channel_ciliated,Central Nervous System,"unknown (K+ channel, ciliated)",abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zscape,vascular_smooth_muscle,Pharyngeal Arch,vascular smooth muscle,abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0001227,mandibular arch skeleton,T1,3,14,19,0,0
zscape,xanthophore,Epidermis,xanthophore,named,xanthophore,1,covered,,,,0,-1,0,0,0
zebrahub,central_nervous_system,central_nervous_system,central_nervous_system,named,telencephalon,1,covered,,,,0,-1,0,0,0
zebrahub,endoderm,endoderm,endoderm,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zebrahub,hematopoietic_system,hematopoietic_system,hematopoietic_system,named,nucleate erythrocyte,1,covered,,,,0,-1,0,0,0
zebrahub,intermediate_mesoderm,intermediate_mesoderm,intermediate_mesoderm,abstain,mixed/unresolved,0,panel_addable_new_correct,ZFA:0001206,intermediate mesoderm,T1,5,5,19,0,1
zebrahub,mesenchyme,mesenchyme,mesenchyme,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zebrahub,neural_crest,neural_crest,neural_crest,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zebrahub,notochord,notochord,notochord,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zebrahub,paraxial_mesoderm,paraxial_mesoderm,paraxial_mesoderm,abstain,mixed/unresolved,0,selection_bound,,,,0,-1,0,0,0
zebrahub,periderm,periderm,periderm,named,epidermis,1,covered,ZFA:0001185,periderm,T1,17,6,19,1,1
